13,add,android,app,appc,appcelerator,build,code,com,core,debug,devic,eclipse,error,expect,file,github,http,hyperloop,internal,io,issu,java,js,lang,launch,library,main,method,mocha,node,org,os,png,result,run,sdk,shown,studio,support,test,ti,titanium,ui,use,users,var,view,warn,window,issue_key,story_point
0.0,0.03253999892938243,0.06507999785876487,0.0,0.0,0.0,0.0,0.04550418145497692,0.04892172293434116,0.15158473759921592,0.31772499686733,0.0,0.4669243878229462,0.05443229121209826,0.0,0.03137345300370725,0.0,0.0,0.0,0.3529528306826099,0.026105235736134894,0.02844419949267313,0.48360255147620557,0.0,0.08004255104365283,0.0,0.0,0.0,0.0,0.0,0.0,0.41451647269389047,0.0,0.0,0.03194213805961456,0.13231950964472838,0.0,0.12776855223845823,0.030313110378188412,0.0,0.0,0.02981704693759212,0.050838813327035666,0.21467164986885284,0.0,0.0,0.0,0.14439778182909072,0.0,0.0,TISTUD-9170,8
0.0,0.0,0.0,0.46401486299038325,0.0,0.0,0.08282728553562255,0.0,0.0,0.0,0.5616497095129109,0.19191076788442768,0.0,0.0,0.08282728553562255,0.34860299286047863,0.0,0.0,0.0,0.0,0.36258215289012014,0.07901372118248083,0.0,0.10027884662171095,0.0,0.31580975398699024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17746094006019122,0.0,0.1052699179956634,0.0,0.08420527539236625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TISTUD-9166,8
0.0,0.0,0.0,0.005167836368392694,0.0,0.04150485821971525,0.0,0.009854509405768748,0.03178386447495249,0.2544139264516508,0.0,0.0,0.4971655476542401,0.029470012896391624,0.0,0.0,0.0,0.005653420913770005,0.0,0.3210329883952033,0.0,0.0,0.6134202406762609,0.0,0.0866711637151239,0.024620702559837174,0.0,0.050559208236024424,0.024014571883236944,0.0,0.0,0.43388260925881866,0.007817794176865057,0.0,0.0,0.045848757126668624,0.0,0.006917476369952542,0.013129379401562315,0.0,0.0,0.0,0.03302937541718595,0.04067864225879814,0.004604578095951811,0.018460749287906548,0.0,0.0,0.0,0.0,TISTUD-9129,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6716128925855187,0.0,0.3871013887714578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2227065262586571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5911771650579236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TISTUD-9099,5
0.0,0.0,0.0,0.0,0.0,0.0,0.1804719263823956,0.4819859518596464,0.0,0.0,0.0,0.0,0.0,0.82364800184738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08608128577575407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19333434328545887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10924851942323727,0.0,0.0,TISTUD-9087,8
0.0,0.0,0.0,0.014769016250396796,0.0,0.0395385277848262,0.0,0.028162929159994503,0.03027807496653776,0.14072564620133893,0.0,0.0,0.5298031170086569,0.016844306527514178,0.0,0.0,0.0,0.0,0.0,0.17475643335624386,0.0,0.0,0.5986115545136281,0.0,0.04953902306885881,0.09381709746755927,0.0,0.14449175918417917,0.06863057904833754,0.0,0.0,0.4703376499749936,0.0,0.0,0.0,0.11465115513429291,0.0,0.0593077916772393,0.09380522326774458,0.0,0.0,0.0,0.03146457869424862,0.14946989614865824,0.0,0.0,0.0,0.0,0.0,0.0,TISTUD-9036,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312689130081753,0.7653393278679952,0.0,0.0,0.0,0.0,0.5251371589874834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20177260814549788,TISTUD-9029,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6865593942379362,0.0,0.0,0.0,0.0,0.0,0.5765116454032385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4430242892868164,TISTUD-9016,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5945711093161875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3106803528227481,0.0,0.0,0.45550917939073565,0.0,0.549803167143927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20047638071787094,TISTUD-8997,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20548540165900925,0.0,0.0,0.2608665302270112,0.0,0.35141878653912584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7706809665486232,0.31197529971341337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273772715492486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TISTUD-8984,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37657031624489884,0.5740362156827724,0.0,0.0,0.5408878344960844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31740559692625653,0.3012181237312108,0.0,0.0,0.0,0.0,0.0,0.21127919792939998,0.0,0.0,0.0,0.0,0.0,TISTUD-8979,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35256512439900867,0.0,0.0,0.0,0.5064079095682191,0.0,0.2918812417731352,0.0,0.0,0.0,0.0,0.0,0.5292581768530973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2971719727703396,0.28201640087708035,0.0,0.0,0.0,0.0,0.0,0.19781080315544053,0.0,0.0,0.0,0.0,0.21671741856733118,TISTUD-8978,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3793309899420647,0.0,0.0,0.0,0.0,0.0,0.6280802763804724,0.0,0.0,0.0,0.0,0.0,0.5694381385647408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30342638315958703,0.0,0.0,0.0,0.0,0.0,0.2128281063253094,0.0,0.0,0.0,0.0,0.0,TISTUD-8971,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27658982338922955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3140383350955779,0.0,0.0,0.0,0.9082279414816041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TISTUD-8963,5
0.0,0.0,0.6094294309588981,0.0,0.14990869065759274,0.0,0.0,0.0,0.0916236593434032,0.0,0.0,0.5175548993822533,0.0,0.0,0.11168645695094613,0.0,0.1196464638092163,0.09778303308642745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14194868379932257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2392929276184326,0.09912649799718687,0.0,0.0,0.45417829664874526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TISTUD-8922,5
0.0673502003270272,0.0,0.0,0.0,0.0,0.2807561939831875,0.0,0.06666001699581611,0.2508325547890695,0.49963414215027024,0.0,0.0,0.11400119957047146,0.07973898972141223,0.0,0.0,0.0,0.0,0.0,0.051704790504369956,0.07648420001016017,0.04166849641037975,0.7084393844666784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10120562635238264,0.0,0.0,0.0,0.07753503506505496,0.0,0.0,0.044406302638481644,0.0,0.0,0.0,0.22342448883167404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TISTUD-8919,5
0.0,0.0,0.0,0.0,0.08830827901728898,0.28192557117664596,0.0,0.1004064937957296,0.21589482606751,0.41809597295861006,0.0,0.0,0.0858570193441198,0.0,0.0,0.13845314050903823,0.0,0.0,0.0,0.0778802190721368,0.0,0.0,0.6859833148237202,0.0,0.0,0.0,0.08830827901728898,0.0,0.0,0.0,0.0,0.30488147325498677,0.0,0.0,0.0,0.11678696418123839,0.0,0.0,0.06688688889236026,0.0,0.0,0.0,0.22435507382783448,0.0,0.0,0.09404725453687418,0.0,0.0,0.0,0.0,TISTUD-8913,8
0.0,0.0,0.0,0.18710172622143145,0.6275866025442131,0.250447513746769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7130245740576088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TISTUD-8912,5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3661759194256268,0.8893784627035073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273717274047407,0.0,0.0,0.0,0.0,0.0,TISTUD-8829,8
0.0,0.0,0.05826063203533925,0.0427250627783209,0.014331068736801036,0.1601325690472565,0.0,0.01629442199780695,0.2715320478114822,0.5970845237252674,0.0,0.0,0.19506574052056466,0.04872863849858574,0.0,0.033703207030099686,0.0,0.0,0.0,0.17694258106399804,0.07478340914365154,0.0,0.6184693833942462,0.0,0.0,0.0,0.0,0.0,0.026472047956242684,0.0,0.0,0.17317142735038896,0.025853430579764042,0.0,0.011438040646232607,0.03790543830926599,0.06785051405968948,0.022876081292465215,0.04341883288743614,0.0,0.0,0.06406244832821681,0.18204680355322553,0.0,0.0,0.0,0.0,0.0,0.0,0.01668274850559627,TISTUD-8823,8
0.0,0.0,0.0,0.6276542979146559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19523183857844262,0.07129636673352684,0.0,0.0,0.0,0.0,0.0,0.0,0.06801371318614527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15275546194214318,0.696064257195828,0.0,0.0,0.21744755329533605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05569968304135043,TISTUD-8778,8
0.0,0.0,0.0,0.5910594022027963,0.0,0.0,0.06713948751846142,0.20492488268396872,0.0,0.0,0.19511620778658043,0.4666864495816426,0.0,0.0,0.13427897503692285,0.0,0.0,0.0,0.0,0.0,0.17634464129272967,0.06404822653323344,0.0,0.0,0.0,0.42665700678429086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14384917353184734,0.0,0.0,0.07192458676592367,0.2730259237464886,0.0,0.06713948751846142,0.0,0.0,0.0,0.04787618476317683,0.0,0.07618995845818624,0.0,0.0,0.0,TISTUD-8648,8
0.0,0.0,0.0,0.4088434156423218,0.0,0.0,0.07297910698060467,0.27843590056203804,0.0,0.0,0.49486946205112264,0.25363881665802257,0.0,0.0,0.07297910698060467,0.07678850920081833,0.0,0.0,0.0,0.0,0.255576857832876,0.06961897608767985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15636080363833,0.06477207263479327,0.0,0.0,0.0,0.0,0.07297910698060467,0.5108537488642326,0.0,0.0,0.05204033183444152,0.0,0.2484502936206752,0.0,0.0,0.0,TISTUD-8636,8
0.0,0.19402545119560452,0.0,0.7825802967332643,0.0,0.0,0.0,0.0,0.0,0.0,0.3444529133462653,0.20596893128613514,0.0,0.0,0.08889468616673715,0.0935348582496699,0.0,0.0,0.0,0.0,0.31131409397174925,0.1696035286430303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19046060089365305,0.07889782853562871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06338949814314664,0.0,0.0,0.0,0.0,0.0,TISTUD-8635,5
0.0,0.046559415043501716,0.0,0.0682880999110646,0.0,0.09140794789341758,0.0,0.06510903934492826,0.17499745526162622,0.3253394411962941,0.6199261252817827,0.0,0.2226974706192684,0.0389418519006837,0.0,0.0,0.0,0.0,0.0,0.30301065535116106,0.07470464323523104,0.08139799221466437,0.4942543825423095,0.0,0.05726389793788527,0.0,0.0,0.0,0.0,0.0,0.0,0.19770175301692378,0.0,0.0,0.04570397394670879,0.07573102852610893,0.0,0.04570397394670879,0.0433731018375402,0.0,0.0,0.0,0.07274202482764135,0.0,0.030422585648010144,0.0,0.0,0.0,0.0,0.0,TISTUD-8612,5
0.0,0.07692333989682111,0.0,0.2820562025671355,0.0,0.0,0.0704863832748564,0.10757018229730608,0.23129824495589524,0.0,0.6828090945932893,0.0,0.0,0.0643379498468602,0.0704863832748564,0.0,0.0,0.0,0.0,0.2503101855141225,0.24684720192834456,0.1344820465677506,0.4082922629963531,0.0,0.09460879782912172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15102003834254882,0.1251193478828466,0.0,0.07551001917127441,0.07165905868686814,0.0,0.0,0.0,0.0,0.0,0.0502628070854309,0.0,0.0,0.0,0.0,0.0,TISTUD-8611,8
0.0,0.15470419766570237,0.0,0.11345133628704224,0.0,0.0,0.0,0.0,0.0,0.0,0.5492919744753042,0.0,0.0,0.0,0.1417585271976013,0.0,0.0,0.0,0.0,0.0,0.4964461809844832,0.2704632578696086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3037236018946329,0.0,0.0,0.15186180094731644,0.0,0.0,0.0,0.0,0.0,0.0,0.1010859285752218,0.0,0.0,0.0,0.0,0.442990597982437,TISTUD-8609,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34310057333639726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8721321478983844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34880870570899764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TISTUD-7905,5
0.0,0.6793223547948412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27249340498183844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38583202167650554,0.0,0.43057148908130644,0.3605694473422874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIMOB-28244,5
0.0,0.6793223547948412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27249340498183844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38583202167650554,0.0,0.43057148908130644,0.3605694473422874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIMOB-28243,5
0.0,0.5817239569694168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33039944702386687,0.0,0.36871118493110094,0.0,0.6453568821984239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIMOB-28242,5
0.8172376797919377,0.0,0.0,0.030298464560159537,0.0,0.0,0.26500754394562775,0.08666388098545004,0.0,0.0,0.0,0.0,0.0,0.10366769506749793,0.0,0.0,0.0,0.0,0.0,0.08962769613314259,0.19887236474493872,0.0,0.0,0.27500928000168645,0.0,0.0,0.0,0.0,0.0,0.1833395200011243,0.052373604070072875,0.0,0.0,0.0,0.0,0.067201573535976,0.0,0.0,0.0,0.0,0.07571644112732223,0.0,0.1613730404085698,0.0,0.0,0.2164667447578612,0.0,0.0,0.0,0.0,TIMOB-28031,5
0.4825775617285824,0.0,0.0,0.0,0.0,0.0,0.3129730739520482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3129730739520482,0.0,0.0,0.0,0.0,0.0,0.41101836266758013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13888848135771356,0.0,0.0,0.0,0.0,0.3129730739520482,0.0,0.26681347278184914,0.2816612183729819,0.0,0.0,0.0,0.0,0.0,0.36676134742098954,TIMOB-27351,5
0.0,0.0,0.4502862301906578,0.0,0.0,0.0,0.0,0.10494728026748416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7235727487146548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12206854156716247,0.0,0.0,0.0,0.0,0.0,0.1375354036333713,0.0,0.0,0.09807448104245348,0.0,0.46822594616059876,0.0,0.0,0.0,TIMOB-26954,5
